PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,BRAND,PRICE,TOTAL_ORDERS,TOTAL_QUANTITY_SOLD,GROSS_REVENUE,NET_REVENUE,REFUND_AMOUNT,AVG_SELLING_PRICE
PROD000029,DJI OSMO POCKET 3,ELECTRONICS,CAMERA,DJI,54999.0,397,573,88550551.58,75476065.38,13074486.2,154538.48
PROD001252,A4 PREMIUM PHOTO PAPER 50 SHEETS,OFFICE SUPPLIES,PAPER SUPPLIES,CANON,699.0,732,2645,5252995.45,4553655.73,699339.72,1986.01
PROD001167,GTA V PREMIUM PC,GAMING,PC GAMES,ROCKSTAR GAMES,1499.0,832,2165,9327063.87,8029533.529999999,1297530.34,4308.11
PROD000349,THE BODY: A GUIDE FOR OCCUPANTS,BOOKS,NON-FICTION,BILL BRYSON / DOUBLEDAY,499.0,602,3544,5033819.31,4866282.9799999995,167536.33,1420.38
PROD000421,TREKKING POLE ALUMINIUM PAIR,SPORTS,OUTDOOR,WILDCRAFT,1499.0,808,2069,8741048.42,7719531.49,1021516.93,4224.77
PROD000119,PALAZZO PANTS,CLOTHING,WOMEN,W FOR WOMAN,1499.0,642,2133,8962380.38,7494162.690000001,1468217.69,4201.77
PROD001017,CRICKET SPIKE SHOES,FOOTWEAR,SPORTS SHOES,SG,3999.0,386,882,9776629.13,8531615.49,1245013.64,11084.61
PROD000114,KURTI COTTON ANARKALI,CLOTHING,WOMEN,BIBA,1799.0,744,2583,13394482.14,11454842.31,1939639.83,5185.63
PROD000387,OPEN BY ANDRE AGASSI,BOOKS,BIOGRAPHIES,ANDRE AGASSI / HARPERCOLLINS,499.0,1012,5618,7711314.8,7419360.87,291953.93,1372.61
PROD000853,FOUNTAIN PEN EF NIB,STATIONERY,PENS,LAMY SAFARI,2499.0,681,1774,12648792.63,11841640.71,807151.92,7130.1
PROD000504,BATMAN ARKHAM KNIGHT FIGURE,TOYS,ACTION FIGURES,DC COLLECTIBLES,3999.0,710,1025,11382602.96,10085859.49,1296743.47,11104.98
PROD000277,SETTING POWDER TRANSLUCENT,BEAUTY,MAKEUP,CHARLOTTE TILBURY,4500.0,605,1146,14829925.95,13853842.29,976083.66,12940.6
PROD001209,EPIC GAMES STORE RS.1000 CARD,GAMING,GAME CODES,EPIC GAMES,1000.0,658,3044,8494543.31,7363064.590000001,1131478.72,2790.59
PROD000869,ARTIST SKETCHBOOK A4 110GSM,STATIONERY,NOTEBOOKS,BRUSTRO,499.0,897,2132,3034117.58,2906497.3000000003,127620.28,1423.13
PROD000643,PANEER FRESH 200G,GROCERIES,DAIRY,MOTHER DAIRY,99.0,1057,7901,2242948.71,1980077.5899999999,262871.12,283.88
PROD001211,LASERJET PRO M404DN MONO,OFFICE SUPPLIES,PRINTERS,HP,24999.0,597,862,61332981.21,52370970.44,8962010.77,71151.95
PROD000899,CALLIGRAPHY SET 12-PIECE,STATIONERY,WRITING TOOLS,MANUSCRIPT,999.0,606,2687,7745513.43,7157716.21,587797.22,2882.59
PROD001107,YAMAHA F310 ACOUSTIC,MUSIC & INSTRUMENTS,GUITARS,YAMAHA,8999.0,479,692,17159736.97,15151159.61,2008577.36,24797.31
PROD000201,FRONT LOAD WASHING MACHINE 7KG,HOME,APPLIANCES,LG,47990.0,335,484,65697975.37,59845136.239999995,5852839.13,135739.62
PROD001241,POWERLITE L400U LASER WUXGA,OFFICE SUPPLIES,PROJECTORS,EPSON,249999.0,316,456,312704724.8,267135476.42000002,45569248.38,685755.98
PROD000647,CONDENSED MILK 400G,GROCERIES,DAIRY,MILKMAID,89.0,862,6064,1531438.58,1319543.1600000001,211895.42,252.55
PROD000752,BABY WALKER MUSICAL,BABY,TOYS,FISHER-PRICE,3499.0,341,637,6280452.73,5482949.5600000005,797503.17,9859.42
PROD000877,SKETCHING PENCIL SET HB-8B,STATIONERY,ART SUPPLIES,STAEDTLER,699.0,704,2750,5569573.7,5269071.82,300501.88,2025.3
PROD000713,ASHWAGANDHA CHURNA 500G,HEALTH,AYURVEDA,PATANJALI,149.0,828,4958,2111848.26,1934803.65,177044.61,425.95
PROD000257,STEEL ALMIRAH 2-DOOR,HOME,HOME STORAGE,GODREJ,9999.0,589,851,24110311.04,21353266.77,2757044.27,28331.74
PROD000219,BLENDER JUICER MIXER,HOME,KITCHEN,SUJATA,4499.0,697,1389,17585207.21,14992104.72,2593102.49,12660.34
PROD000375,CAN'T HURT ME,BOOKS,SELF-HELP,DAVID GOGGINS / LIONCREST,699.0,626,3279,6337353.91,6047877.99,289475.92,1932.71
PROD000527,RISK GLOBAL DOMINATION,TOYS,BOARD GAMES,HASBRO,2499.0,487,1595,11188768.96,9489586.8,1699182.16,7014.9
PROD000820,URINARY CARE CAT FOOD 1.5KG,PETS,CAT FOOD,ROYAL CANIN,2299.0,566,1062,6832876.99,5861967.98,970909.01,6433.97
PROD000374,RICH DAD POOR DAD,BOOKS,SELF-HELP,ROBERT KIYOSAKI / PLATA,299.0,636,4200,3466410.09,3264470.53,201939.56,825.34
PROD000655,DONUTS GLAZED 6-PACK,GROCERIES,BAKERY,MAD OVER DONUTS,399.0,499,2403,2688738.25,2347174.24,341564.01,1118.91
PROD000332,ATOMIC HABITS,BOOKS,FICTION,JAMES CLEAR / RANDOM HOUSE,499.0,988,5800,8232735.52,7813670.4399999995,419065.08,1419.44
PROD000564,LEG GUARD STAINLESS STEEL,AUTOMOTIVE,MOTORBIKE ACCESSORIES,LIBRA,1799.0,837,1835,9089530.86,7928228.909999999,1161301.95,4953.42
PROD000996,ANKLE BOOTS CHELSEA WOMEN,FOOTWEAR,WOMEN FOOTWEAR,CLARKS,7999.0,644,1446,33243354.74,28900216.27,4343138.47,22989.87
PROD000872,ACRYLIC PAINT SET 18 COLORS,STATIONERY,ART SUPPLIES,FEVICRYL,799.0,949,3904,8696322.03,8060589.869999999,635732.16,2227.54
PROD000868,COMPOSITION BOOK WIDE RULE,STATIONERY,NOTEBOOKS,MEAD,149.0,1221,8139,3508616.29,3341578.02,167038.27,431.09
PROD000648,WHIPPED CREAM 250ML,GROCERIES,DAIRY,AMUL,75.0,862,5859,1213073.9,1052311.5799999998,160762.32,207.04
PROD000164,THERMAL INNER WEAR SET,CLOTHING,WINTER WEAR,LUX INFERNO,799.0,460,2321,5125907.32,4417072.680000001,708834.64,2208.49
PROD000341,SAPIENS,BOOKS,NON-FICTION,YUVAL NOAH HARARI / VINTAGE,499.0,919,4490,6229038.2,5929947.41,299090.79,1387.31
PROD000867,SMART REUSABLE NOTEBOOK,STATIONERY,NOTEBOOKS,ROCKETBOOK,2999.0,514,1012,8702611.46,8065120.600000001,637490.86,8599.42
PROD000805,PREMIUM DRY DOG FOOD SALMON 3KG,PETS,DOG FOOD,ORIJEN,3999.0,510,737,8397047.76,7305258.21,1091789.55,11393.55
PROD001214,OFFICEJET PRO 9015E,OFFICE SUPPLIES,PRINTERS,HP,17999.0,651,940,47295665.0,42485660.91,4810004.09,50314.54
PROD000142,LEATHER BELT,CLOTHING,ACCESSORIES,TOMMY HILFIGER,2499.0,692,2262,16247256.9,13616148.02,2631108.88,7182.7
PROD000004,ONEPLUS 12,ELECTRONICS,MOBILE,ONEPLUS,64999.0,418,604,109563001.28,88132912.26,21430089.02,181395.7
PROD001180,ALAN WAKE 2 PS5,GAMING,CONSOLE GAMES,REMEDY ENTERTAINMENT,3499.0,741,1070,10568568.92,9317248.39,1251320.53,9877.17
PROD000144,AVIATOR SUNGLASSES,CLOTHING,ACCESSORIES,RAY-BAN,6990.0,678,982,19437496.26,16188108.250000002,3249388.01,19793.78
PROD001251,A4 COPIER PAPER 75GSM 500 SHEETS,OFFICE SUPPLIES,PAPER SUPPLIES,JK PAPER,299.0,1073,5049,4285964.68,3859396.6899999995,426567.99,848.87
PROD000583,"GPS NAVIGATOR 5""",AUTOMOTIVE,CAR ELECTRONICS,GARMIN DRIVESMART,9999.0,486,702,20102259.16,17482320.66,2619938.5,28635.7
PROD001229,DIRECTOR CHAIR LEATHER,OFFICE SUPPLIES,OFFICE CHAIRS,GODREJ INTERIO,29999.0,542,783,64611727.72,59198718.76,5413008.96,82518.17
PROD001101,STRATOCASTER STANDARD SUNBURST,MUSIC & INSTRUMENTS,GUITARS,FENDER,59999.0,366,529,88401423.23,75906696.68,12494726.55,167110.44
PROD000067,FIRE HD 10 PLUS,ELECTRONICS,TABLETS,AMAZON,14999.0,374,560,23837572.81,19728323.63,4109249.18,42567.09
PROD001046,SCHOOL BAG TROLLEY 30L,BAGS & LUGGAGE,BACKPACKS,SKYBAGS,1999.0,633,1657,9282403.29,8231879.85,1050523.44,5601.93
PROD000184,ERGONOMIC OFFICE CHAIR,HOME,FURNITURE,GREEN SOUL,18999.0,601,868,47849615.27,42989402.660000004,4860212.61,55126.28
PROD000001,IPHONE 15 PRO,ELECTRONICS,MOBILE,APPLE,134900.0,518,748,276634664.41,242656036.13000003,33978628.28,369832.44
PROD001112,P-125 DIGITAL PIANO 88 KEY,MUSIC & INSTRUMENTS,KEYBOARDS,YAMAHA,54999.0,311,449,71468855.5,61533651.41,9935204.09,159173.4
PROD000881,BOX FILE PLASTIC A4 PACK OF 5,STATIONERY,FILES & FOLDERS,CLASSMATE,399.0,1052,4260,4781109.97,4506422.05,274687.92,1122.33
PROD001173,FIFA 24 PS5,GAMING,CONSOLE GAMES,EA SPORTS,3999.0,488,898,9825104.01,8399295.65,1425808.36,10941.1
PROD000390,EINSTEIN: HIS LIFE AND UNIVERSE,BOOKS,BIOGRAPHIES,WALTER ISAACSON / SIMON & SCHUSTER,699.0,802,1588,3115183.44,3008190.39,106993.05,1961.7
PROD001234,LOCKER CABINET 4-COMPARTMENT,OFFICE SUPPLIES,STORAGE CABINETS,NILKAMAL,7999.0,613,1300,29379219.83,26800912.659999996,2578307.17,22599.4
PROD000964,STERLING SILVER CHARM BRACELET,JEWELLERY,BRACELETS,GIVA,1999.0,481,802,4647141.79,4075793.91,571347.88,5794.44
PROD000985,SPORTS RUNNING SHOE GEL,FOOTWEAR,MEN FOOTWEAR,ASICS,9999.0,546,848,24435338.25,21332395.6,3102942.65,28815.26
PROD000631,ALPHONSO MANGO 1 DOZEN,GROCERIES,FRUITS,RATNAGIRI FARMS,799.0,885,3616,8143868.64,7157030.819999999,986837.82,2252.18
PROD000960,GOLD-PLATED FLORAL NECKLACE,JEWELLERY,NECKLACES,YOUBELLA,599.0,715,1947,3298425.77,3004557.19,293868.58,1694.11
PROD000163,WOOLLEN CARDIGAN,CLOTHING,WINTER WEAR,MONTE CARLO,1999.0,842,2571,14438475.6,12049476.35,2388999.25,5615.9
PROD000979,FOSSIL GRANT CHRONOGRAPH,JEWELLERY,WATCHES,FOSSIL,14995.0,358,517,22317598.02,19886434.7,2431163.32,43167.5
PROD000032,QUIETCOMFORT 45,ELECTRONICS,HEADPHONES,BOSE,24990.0,590,852,61284202.71,49469941.13,11814261.58,71929.82
PROD000334,THE ALCHEMIST,BOOKS,FICTION,PAULO COELHO / HARPERCOLLINS,299.0,964,4249,3539593.73,3388416.66,151177.07,833.04
PROD000812,KITTEN DRY FOOD 1.2KG,PETS,CAT FOOD,WHISKAS,699.0,653,1599,3115803.37,2700332.9000000004,415470.47,1948.59
PROD000698,HEARING AID DIGITAL ITE,HEALTH,MEDICAL EQUIPMENT,PHONAK,29999.0,534,771,65564510.06,59925345.160000004,5639164.9,85038.28
PROD000822,RETRACTABLE DOG LEASH 5M,PETS,PET ACCESSORIES,FLEXI,1499.0,634,916,3943155.04,3425935.31,517219.73,4304.75
PROD000884,CLEAR POCKETS A4 100 SHEETS,STATIONERY,FILES & FOLDERS,AVERY,299.0,851,3257,2670669.78,2557323.17,113346.61,819.98
PROD000733,TAPED DIAPER NEWBORN 20PCS,BABY,DIAPERS,MAMYPOKO,399.0,840,4043,4509121.34,4024652.34,484469.0,1115.29
PROD000473,SWIM CAP SILICONE,SPORTS,SWIMMING,SPEEDO,399.0,615,2677,3083426.42,2744553.52,338872.9,1151.82
PROD000925,SILVER OXIDISED NECKLACE,JEWELLERY,SILVER,FABINDIA JEWELLERY,1499.0,760,2471,10512014.17,9481842.58,1030171.59,4254.15
PROD000737,OVERNIGHT PULL-UP DIAPER L 22PCS,BABY,DIAPERS,LIBERO,849.0,507,2214,5207790.48,4565116.210000001,642674.27,2352.21
PROD000760,POP-UP LEARNING TOY,BABY,TOYS,FISHER-PRICE,1299.0,491,1736,6446128.38,5485959.58,960168.8,3713.21
PROD001225,MESH TASK CHAIR PROGRID,OFFICE SUPPLIES,OFFICE CHAIRS,HON,24999.0,583,842,58404669.63,50441210.580000006,7963459.05,69364.22
PROD000092,XBOX SERIES X,ELECTRONICS,GAMING CONSOLES,MICROSOFT,54990.0,368,532,84882599.51,71338306.85000001,13544292.66,159553.76
PROD000171,COTTON TRUNKS PACK OF 3,CLOTHING,INNERWEAR,JOCKEY,699.0,813,3893,7445736.19,6145145.69,1300590.5,1912.6
PROD000911,22KT GOLD MANGALSUTRA 5G,JEWELLERY,GOLD,TANISHQ,32000.0,358,517,47858109.59,42210037.59,5648072.0,92568.88
PROD000644,CHEDDAR CHEESE SLICE 200G,GROCERIES,DAIRY,AMUL,149.0,1013,7607,3155475.6,2869197.0300000003,286278.57,414.81
PROD001058,GLOBE TROTTER 70CM TROLLEY,BAGS & LUGGAGE,TROLLEYS,ANTLER,29999.0,529,764,66027729.85,58460461.370000005,7567268.48,86423.73
PROD001130,TAMA CLUB JAM MINI SHELL KIT,MUSIC & INSTRUMENTS,DRUMS,TAMA,54999.0,305,441,66938941.77,56898069.830000006,10040871.94,151788.98
PROD000448,RUNNING JACKET WINDPROOF,SPORTS,ATHLETIC WEAR,NIKE,3995.0,728,1152,12698565.97,11436212.520000001,1262353.45,11023.06
PROD000127,CARTOON PRINTED SHORTS,CLOTHING,KIDS,GINI & JONY,699.0,659,2472,4878565.89,4087460.1399999997,791105.75,1973.53
PROD001193,QUEST 2 128GB,GAMING,VR DEVICES,META,34999.0,452,653,63323411.87,54252554.76,9070857.11,96973.07
PROD000991,CLASSIC BALLERINA FLAT,FOOTWEAR,WOMEN FOOTWEAR,ALDO,3999.0,736,1160,12710482.95,10814530.6,1895952.35,10957.31
PROD000779,ORGANIC BABY BALM 50G,BABY,BATH & SKIN CARE,MOTHER SPARSH,299.0,908,4624,3802822.71,3275686.1799999997,527136.53,822.41
PROD001227,LUMBAR SUPPORT CHAIR,OFFICE SUPPLIES,OFFICE CHAIRS,HAVELLS,8999.0,563,926,24023105.51,20967190.6,3055914.91,25942.88
PROD001081,"BRIEFCASE 15.6"" LEATHER",BAGS & LUGGAGE,LAPTOP BAGS,TARGUS,4999.0,331,622,8803633.17,7990846.88,812786.29,14153.75
PROD000283,KERATIN DEEP CONDITIONER,BEAUTY,HAIRCARE,TRESEMMÉ,349.0,988,6402,6395734.69,5873946.300000001,521788.39,999.02
PROD000415,JUMP ROPE SPEED PVC,SPORTS,FITNESS,AURION,299.0,1008,3313,2846719.57,2577621.8099999996,269097.76,859.26
PROD000169,SKI PANTS WATERPROOF,CLOTHING,WINTER WEAR,QUECHUA,2999.0,773,1227,10677087.09,9206023.54,1471063.55,8701.78
PROD000787,BABY SWADDLE MUSLIN 3-PACK,BABY,CLOTHING,ADEN + ANAIS,1499.0,389,1459,6055816.95,5399182.3,656634.65,4150.66
PROD000704,CERVICAL PILLOW MEMORY FOAM,HEALTH,WELLNESS PRODUCTS,WAKEFIT,1299.0,575,1813,6827460.57,6266099.21,561361.36,3765.84
PROD000851,BALLPOINT PEN BOX OF 12 BLUE,STATIONERY,PENS,PARKER,999.0,920,3431,9675595.97,9012634.950000001,662961.02,2820.05
PROD001126,PEARL ROADSHOW 5-PIECE,MUSIC & INSTRUMENTS,DRUMS,PEARL,44999.0,543,784,97441079.56,88307469.98,9133609.58,124287.09
PROD000208,AIR PURIFIER WITH HEPA,HOME,APPLIANCES,DYSON,29990.0,459,663,56607142.03,48045055.64,8562086.39,85380.3
PROD000066,REALME PAD 2,ELECTRONICS,TABLETS,REALME,19999.0,440,635,36071780.66,28206753.65,7865027.01,56805.95
PROD000478,WET BAG WATERPROOF 20L,SPORTS,SWIMMING,SPEEDO,1499.0,421,1340,5577004.16,4869443.63,707560.53,4161.94
PROD000475,PULL BUOY FLOAT,SPORTS,SWIMMING,ARENA,699.0,699,1916,3786397.08,3284883.37,501513.71,1976.2
PROD000664,REFINED SUNFLOWER OIL 5L,GROCERIES,STAPLES,FORTUNE,799.0,893,3859,8819646.72,7946464.99,873181.73,2285.47
PROD000157,KASHMIRI PHIRAN,CLOTHING,ETHNIC WEAR,FABINDIA,3999.0,378,546,6249602.18,5141562.9799999995,1108039.2,11446.16
PROD000652,CROISSANT BUTTER 4-PACK,GROCERIES,BAKERY,THEOBROMA,299.0,843,4616,3899402.02,3558301.38,341100.64,844.76
PROD000116,BLAZER CROPPED FIT,CLOTHING,WOMEN,AND,3499.0,665,989,9995550.86,8263603.799999999,1731947.06,10106.72
PROD000975,SEIKO PRESAGE COCKTAIL TIME,JEWELLERY,WATCHES,SEIKO,32000.0,315,455,41154236.2,37102498.6,4051737.6,90448.87
PROD000193,CANVAS WALL ART ABSTRACT,HOME,DECOR,ART STREET,1799.0,588,2057,10452911.4,9482524.18,970387.22,5081.63
PROD000259,BATHROOM CABINET WITH MIRROR,HOME,HOME STORAGE,CELLO,2999.0,514,1250,10338949.88,9309092.84,1029857.04,8271.16
PROD000866,PROJECT PLANNER A4,STATIONERY,NOTEBOOKS,PAPERAGE,599.0,887,2956,4954645.41,4643750.93,310894.48,1676.13
PROD000584,CAR BLUETOOTH FM TRANSMITTER,AUTOMOTIVE,CAR ELECTRONICS,MPOW,999.0,854,3907,11182470.41,9791565.86,1390904.55,2862.16
PROD000172,T-SHIRT BRA,CLOTHING,INNERWEAR,TRIUMPH,999.0,863,3156,8700807.13,7225871.200000001,1474935.93,2756.91
PROD000378,START WITH WHY,BOOKS,SELF-HELP,SIMON SINEK / PORTFOLIO,399.0,885,4629,5183783.68,4937732.8,246050.88,1119.85
PROD000186,WARDROBE SLIDING 3-DOOR,HOME,FURNITURE,GODREJ INTERIO,45000.0,395,570,72981017.48,63060306.17,9920711.31,128036.87
PROD000619,CADBURY DAIRY MILK 160G,GROCERIES,SNACKS,CADBURY,99.0,918,5171,1459903.26,1309458.99,150444.27,282.33
PROD000101,SLIM FIT CHINOS,CLOTHING,MEN,LEVI'S,2499.0,428,751,5418204.07,4789706.21,628497.86,7214.65
PROD001178,LIES OF P PS5,GAMING,CONSOLE GAMES,NEOWIZ,3499.0,533,1481,14532820.53,13212880.79,1319939.74,9812.84
PROD000355,NCERT CHEMISTRY CLASS 11,BOOKS,EDUCATIONAL,NCERT,249.0,821,3965,2712115.6,2621500.18,90615.42,684.01
PROD000036,TUNE 770NC,ELECTRONICS,HEADPHONES,JBL,9999.0,403,724,19998157.9,15599176.569999998,4398981.33,27621.77
PROD000978,CASIO G-SHOCK DW5600 DIGITAL,JEWELLERY,WATCHES,CASIO,8995.0,642,927,24159713.28,22098243.41,2061469.87,26062.26
PROD000852,GEL PEN SIGNO RT 0.7MM 12PK,STATIONERY,PENS,UNI-BALL,799.0,823,1907,4232719.21,3951709.95,281009.26,2219.57
PROD000190,STUDY TABLE WITH DRAWER,HOME,FURNITURE,DURIAN,9499.0,317,543,14315362.3,12191591.850000001,2123770.45,26363.47
PROD000605,TROPICANA POMEGRANATE 1L,GROCERIES,BEVERAGES,TROPICANA,149.0,1025,6878,2817946.31,2447838.89,370107.42,409.7
PROD001051,55CM CABIN HARDSIDE TROLLEY,BAGS & LUGGAGE,TROLLEYS,SAMSONITE,14999.0,463,669,27706849.7,23971246.71,3735602.99,41415.32
PROD001055,TREK TROLLEY 75CM,BAGS & LUGGAGE,TROLLEYS,WILDCRAFT,7999.0,603,972,22434389.48,19029124.42,3405265.06,23080.65
PROD000063,PIXEL TABLET,ELECTRONICS,TABLETS,GOOGLE,57999.0,310,448,74491003.82,62176746.28999999,12314257.53,166274.56
PROD001242,BENQ TH685P 1080P 3500LM,OFFICE SUPPLIES,PROJECTORS,BENQ,59999.0,305,441,75568050.38,66262581.12,9305469.26,171356.12
PROD001019,TRAIL RUNNER SPEEDCROSS 5,FOOTWEAR,SPORTS SHOES,SALOMON,14999.0,297,429,17706614.83,15830445.769999998,1876169.06,41274.16
PROD001217,IMAGECLASS LBP6030 MONO,OFFICE SUPPLIES,PRINTERS,CANON,8999.0,439,634,16301468.81,14546280.42,1755188.39,25712.1
PROD000842,DOG SHAMPOO ANTI-TICK 200ML,PETS,GROOMING,VIRBAC,399.0,540,2448,2778038.01,2515730.86,262307.15,1134.82
PROD000072,HOMEPOD 2ND GEN,ELECTRONICS,SPEAKERS,APPLE,32900.0,527,761,72673309.13,57961022.519999996,14712286.61,95497.12
PROD000892,ERASER VINYL NON-SMEAR,STATIONERY,WRITING TOOLS,STAEDTLER,99.0,750,3664,1044790.63,992524.21,52266.42,285.15
PROD000943,STERLING SILVER CZ BAND RING,JEWELLERY,RINGS,GIVA,1499.0,835,2871,11780775.32,10200471.67,1580303.65,4103.37
PROD000924,999 SILVER BAR 100G,JEWELLERY,SILVER,MMTC-PAMP,9999.0,624,901,25010192.61,22141346.11,2868846.5,27758.26
PROD001116,NORD STAGE 3 88 KEY,MUSIC & INSTRUMENTS,KEYBOARDS,NORD,349999.0,411,594,580465042.09,507109042.42,73355999.67,977213.88
PROD000105,BLAZER SLIM FIT,CLOTHING,MEN,RAYMOND,8999.0,672,1221,31559224.53,28125842.61,3433381.92,25847.03
PROD000089,THUNDERBOLT 4 DOCK,ELECTRONICS,COMPUTER ACCESSORIES,CALDIGIT,19999.0,325,469,26711865.33,22560698.33,4151167.0,56954.94
PROD001103,GS MINI ACOUSTIC ROSEWOOD,MUSIC & INSTRUMENTS,GUITARS,TAYLOR,44999.0,257,371,47373081.37,41152362.379999995,6220718.99,127690.25
PROD001246,MI SMART COMPACT PROJECTOR 2,OFFICE SUPPLIES,PROJECTORS,XIAOMI,34999.0,604,872,85365573.98,77726297.58,7639276.4,97896.3
PROD000434,CARROM BOARD 74CM,SPORTS,INDOOR,SYNCO,1999.0,656,1058,5860524.15,5305646.720000001,554877.43,5539.25
PROD000734,SOFT & DRY PANTS XL 36PCS,BABY,DIAPERS,HIMALAYA,699.0,927,2953,5921618.43,5299456.59,622161.84,2005.29
PROD000896,INDEX STICKY NOTES 3X3 6-COLOR,STATIONERY,WRITING TOOLS,POST-IT,299.0,930,4105,3560792.48,3316768.15,244024.33,867.43
PROD000197,SCENTED CANDLE SET,HOME,DECOR,BOMBAY CANDLE COMPANY,999.0,657,2942,8216447.11,7389476.350000001,826970.76,2792.81
PROD000115,LEGGINGS ACTIVE WEAR,CLOTHING,WOMEN,PUMA,1799.0,797,1548,7993453.51,7095419.399999999,898034.11,5163.73
PROD000503,GI JOE SNAKE EYES DELUXE,TOYS,ACTION FIGURES,HASBRO,1999.0,837,1361,7751237.31,6622385.13,1128852.18,5695.25
PROD000005,REDMI NOTE 13 PRO+,ELECTRONICS,MOBILE,XIAOMI,29999.0,516,745,61381998.48,47834173.86,13547824.62,82391.94
PROD000674,FROZEN PIZZA MARGHERITA 300G,GROCERIES,FROZEN FOOD,DR. OETKER,349.0,806,2979,2871659.64,2619780.89,251878.75,963.97
PROD000945,ADJUSTABLE ROSE GOLD RING,JEWELLERY,RINGS,SHAYA,1299.0,618,1465,5283677.23,4832754.28,450922.95,3606.61
PROD000426,HYDRATION PACK 15L,SPORTS,OUTDOOR,CAMELBAK,4999.0,565,1343,19297876.42,17582272.39,1715604.03,14369.23
PROD000202,DOUBLE DOOR REFRIGERATOR 340L,HOME,APPLIANCES,SAMSUNG,38990.0,472,682,76756857.1,66965902.839999996,9790954.26,112546.71
PROD000581,DOUBLE DIN ANDROID HEAD UNIT,AUTOMOTIVE,CAR ELECTRONICS,PIONEER,14999.0,586,950,41161177.35,35255120.78,5906056.57,43327.56
PROD000292,BLACK ORCHID EDP 100ML,BEAUTY,FRAGRANCE,TOM FORD,22000.0,571,825,51326716.76,46978458.32,4348258.44,62214.2
PROD000462,ROAD BIKE ALLOY FRAME,SPORTS,CYCLING,FIREFOX,24999.0,385,556,38081226.34,34376862.510000005,3704363.83,68491.41
PROD000306,INTIMATE WASH PH BALANCED,BEAUTY,PERSONAL CARE,SIRONA,299.0,925,5323,4593393.87,4131416.0,461977.87,862.93
PROD001135,APOLLO TWIN X DUO USB,MUSIC & INSTRUMENTS,STUDIO EQUIPMENT,UNIVERSAL AUDIO,74999.0,503,726,150803986.31,138115308.92000002,12688677.39,207718.99
PROD001175,FORZA HORIZON 5 XBOX,GAMING,CONSOLE GAMES,XBOX GAME STUDIOS,3499.0,372,625,6250234.09,5551988.359999999,698245.73,10000.37
PROD000594,VEGA EDGE FULL FACE,AUTOMOTIVE,HELMETS,VEGA,3999.0,773,1116,12519852.43,10872806.959999999,1647045.47,11218.51
PROD001216,COLOR LASERJET PRO M255DW,OFFICE SUPPLIES,PRINTERS,HP,34999.0,466,673,66604632.77,56649312.63,9955320.14,98966.76
PROD000764,BABY CARRIER WRAP 3-IN-1,BABY,BABY GEAR,ERGOBABY,8999.0,643,929,23015026.46,19577790.28,3437236.18,24773.98
PROD001259,RULED PAD A4 100 SHEETS 5-PACK,OFFICE SUPPLIES,PAPER SUPPLIES,CLASSMATE,299.0,918,3280,2768775.9,2428844.58,339931.32,844.14
PROD001087,"SLIM LAPTOP BAG 14""",BAGS & LUGGAGE,LAPTOP BAGS,WILDCRAFT,1499.0,641,2196,9161789.71,8062450.790000001,1099338.92,4172.04
PROD000923,SILVER FILIGREE EARRINGS,JEWELLERY,SILVER,GIVA,1299.0,890,2692,9726085.77,8476914.899999999,1249170.87,3612.96
PROD001072,BIFOLD LEATHER WALLET MEN,BAGS & LUGGAGE,WALLETS,WOODLAND,1499.0,386,849,3666551.54,3227433.98,439117.56,4318.67
PROD000487,STACKING RINGS WOODEN,TOYS,INFANT,HAPE,799.0,549,1816,4011779.35,3514782.93,496996.42,2209.13
PROD000696,STETHOSCOPE CARDIOLOGY III,HEALTH,MEDICAL EQUIPMENT,3M LITTMANN,12999.0,603,911,34029473.7,29122120.390000004,4907353.31,37353.98
PROD001022,STAN SMITH OG,FOOTWEAR,CASUAL SHOES,ADIDAS,7999.0,495,715,15768648.87,13979691.809999999,1788957.06,22054.05
PROD000002,GALAXY S24 ULTRA,ELECTRONICS,MOBILE,SAMSUNG,129999.0,332,480,177764411.69,138407736.32999998,39356675.36,370342.52
PROD000441,DRI-FIT RUNNING SHORTS,SPORTS,ATHLETIC WEAR,NIKE,2495.0,368,742,5087063.78,4349103.29,737960.49,6855.88
PROD000633,STRAWBERRIES 200G,GROCERIES,FRUITS,FRESHO,149.0,647,4160,1712142.39,1474519.19,237623.2,411.57
PROD000243,MEMORY FOAM PILLOW,HOME,BEDDINGS,WAKEFIT,1299.0,562,923,3395085.09,2893331.73,501753.36,3678.32
PROD000446,CRICKET WHITE TROUSERS,SPORTS,ATHLETIC WEAR,SLAZENGER,1299.0,501,2097,7662116.76,6837011.9399999995,825104.82,3653.85
PROD000153,ANARKALI SUIT,CLOTHING,ETHNIC WEAR,BIBA,3499.0,500,722,7191386.51,5915700.16,1275686.35,9960.37
PROD000166,TURTLENECK SWEATER,CLOTHING,WINTER WEAR,H&M,1799.0,814,1530,7862669.13,6510641.74,1352027.39,5139.0
PROD000516,MOSAIC TILE PUZZLE ART,TOYS,PUZZLES,FRANK PUZZLES,799.0,633,1347,3031745.55,2721222.53,310523.02,2250.74
PROD000762,HIGH CHAIR WITH TRAY,BABY,BABY GEAR,CHICCO,9999.0,309,446,12236504.92,10888796.36,1347708.56,27436.11
